EVENT_ID,EVENT_Type,Event_Lat,Event_Long,Hurricane_Lat,Hurricane_Long,Hurricane_Name,TRACK_ID,Bearing,Distance,Date_Diff
5717858,Flash Flood,40.277256,-74.703395,19.62,-94.6,BRET,4423,43.92545417,2186.797203,432000
5723790,Flash Flood,33.083318,-80.406332,31.53,-79.56,IRENE,5372,151.4160524,98.77866145,2400
5703471,Flood,44.113891,-89.239022,35.4,-61.6,ARLENE,4396,107.4987571,3074.324493,605400
5703472,Flood,44.416373,-88.458616,35.24,-61.67,ARLENE,4395,108.908767,2981.070753,605520
5713736,Flash Flood,37.407737,-81.104143,19.96,-94.62,BRET,4445,37.76308699,1487.194366,0
5713737,Flash Flood,37.558054,-80.551026,19.96,-94.62,BRET,4445,38.64100464,1548.098643,1800
5713738,Flash Flood,37.558054,-80.551026,19.96,-94.62,BRET,4445,38.64100464,1548.098643,2280
5701191,Flash Flood,35.591275,-94.238941,20.4,-95.65,UNNAMED,4400,5.3067572,212.7545998,260280
5698945,Flash Flood,40.739508,-93.790962,35.07,-61.77,ARLENE,4394,100.0405131,3558.734836,433800
5710970,Flood,40.391998,-95.847434,20.4,-97.3,UNNAMED,4409,4.155658227,299.0480116,172800
5708822,Flash Flood,28.258619,-80.748656,35.4,-61.6,ARLENE,4396,249.5472892,2140.727544,159900
5719023,Flash Flood,27.439541,-97.734933,27.19,-98.17,BRET,4522,60.16274858,48.52927575,0
5705241,Flood,39.49784,-92.004878,20.5,-97,UNNAMED,4407,14.73140665,572.1738453,173700
5701082,Flash Flood,35.202419,-94.270633,35.4,-61.6,ARLENE,4396,269.6534986,3632.811172,588600
5701085,Flash Flood,35.202419,-94.270633,20.6,-96.3,UNNAMED,4403,7.911986984,268.9864958,604800
5704175,Flood,44.169803,-70.198432,35.4,-61.6,ARLENE,4396,135.5653146,1033.284714,588000
5700355,Flood,37.053142,-89.57209,35.4,-61.6,ARLENE,4396,93.38222899,3110.378874,356400
5717859,Flash Flood,39.870913,-74.672019,19.62,-94.6,BRET,4423,44.53950345,2191.266645,432000
5706521,Flash Flood,34.37187,-86.302793,20.4,-97.3,UNNAMED,4409,38.2061522,1214.712617,439200
5706522,Flash Flood,34.906698,-87.648843,20.4,-97.3,UNNAMED,4409,33.63541428,1066.827136,435600
5700315,Flood,38.4199,-88.057134,35.24,-61.67,ARLENE,4395,96.87154878,2934.474569,347700
5700316,Flood,38.454893,-87.846044,35.24,-61.67,ARLENE,4395,97.00189528,2911.052681,347700
5719021,Flash Flood,27.685625,-98.514518,27.04,-97.97,BRET,4519,139.8558267,61.41523948,0
5699294,Flood,42.731633,-92.792835,35.4,-61.6,ARLENE,4396,103.2268433,3466.158347,460800
5722171,Flash Flood,41.867081,-71.578372,45.5,-75.6,DENNIS,4964,312.0929344,461.3086162,197100
5713634,Flash Flood,36.224929,-81.691119,23.43,-72.32,DENNIS,4586,143.7806233,1083.831116,900
5715396,Flood,26.905289,-81.890678,20.47,-95.87,UNNAMED,4401,65.28133144,1552.032659,88200
5715397,Flood,26.580889,-81.797453,20.47,-95.87,UNNAMED,4401,66.52749635,1562.624051,88200
5713635,Flash Flood,36.396141,-79.770133,23.57,-72.44,DENNIS,4590,150.2520558,879.319229,900
5700289,Flood,35.913734,-94.999937,20.4,-97.3,UNNAMED,4409,8.433228349,313.3304205,172800
5693328,Flood,37.778682,-96.830764,35.4,-61.6,ARLENE,4396,93.86258755,3916.949271,126000
5713877,Flash Flood,40.53425,-77.406067,21.33,-94.4,BRET,4459,41.5057696,1869.243452,0
5700290,Flood,36.413301,-94.803172,20.4,-97.3,UNNAMED,4409,8.862320368,332.5778669,172800
5700293,Flood,35.966642,-95.523881,20.4,-97.3,UNNAMED,4409,6.509171444,274.6541316,172800
5700292,Flood,35.621372,-95.376038,20.4,-97.3,UNNAMED,4409,7.203910767,282.2780165,172800
5718994,Flash Flood,38.829385,-76.849813,24.66,-74.25,DENNIS,4613,169.6029566,485.9935771,0
5716962,Flash Flood,26.646846,-80.475926,25.1,-81.3,IRENE,5328,28.04622285,95.58778144,0
5718378,Flash Flood,46.655204,-68.595108,19.48,-94.46,BRET,4414,43.58484268,2829.953428,518400
5718781,Flash Flood,38.902601,-77.015628,23.54,-72.4,DENNIS,4589,163.2773284,678.7996638,0
5719647,Flood,42.121506,-91.133646,20.58,-96.48,UNNAMED,4404,13.93851582,605.0583523,0
5700614,Flash Flood,36.128626,-95.94427,35.4,-61.6,ARLENE,4396,91.21536818,3818.868881,535500
5724560,Flash Flood,35.705615,-79.803488,18.92,-93.83,UNNAMED,5214,39.88303926,1546.379973,433800
5698005,Flash Flood,34.117196,-94.763932,20.4,-95.65,UNNAMED,4400,3.695910017,169.2355912,259800
5719017,Flash Flood,27.726056,-97.636138,26.87,-97.31,BRET,4511,159.1442895,38.31896435,3060
5713878,Flash Flood,41.810308,-78.571475,21.33,-94.4,BRET,4459,37.69920166,1737.469692,0
5713991,Flash Flood,39.921827,-76.726068,24.66,-74.25,DENNIS,4613,170.7846676,504.3395812,0
5698003,Flash Flood,31.793647,-94.141888,35.4,-61.6,ARLENE,4396,263.6761788,3617.692068,660600
5698004,Flash Flood,34.117196,-94.763932,20.4,-95.65,UNNAMED,4400,3.695910017,169.2355912,259200
5706402,Flood,38.881019,-94.822173,35.4,-61.6,ARLENE,4396,95.98162456,3693.284291,493200
5713876,Flash Flood,40.964652,-77.064465,20.78,-94.44,BRET,4455,40.72282591,1909.237581,2700
5717580,Flash Flood,33.922291,-78.996664,31.03,-79.74,IRENE,5369,14.41341526,101.7230133,600
5717582,Flash Flood,34.077904,-79.362648,32.02,-79.18,IRENE,5375,174.9280384,47.18880718,2700
5706548,Flood,39.659157,-94.813904,35.4,-61.6,ARLENE,4396,97.30739589,3691.94045,626400
5699087,Flash Flood,29.811698,-98.288022,35.4,-61.6,ARLENE,4396,261.3393044,4076.051572,320400
5713264,Flash Flood,34.076802,-78.250449,32.8,-77.6,DENNIS,4693,153.0040655,78.1827222,2700
5705101,Flood,39.513615,-92.970328,20.4,-97.3,UNNAMED,4409,12.76340906,511.1552703,345600
5716567,Flash Flood,38.681014,-79.351339,35.61,-77.89,DENNIS,4838,154.5526048,175.8526711,0
5706378,Flash Flood,32.539426,-86.641296,34.91,-61.88,ARLENE,4393,264.531337,2753.693731,172800
5718587,Flash Flood,39.08694,-75.56905,21.06,-94.41,BRET,4457,46.26483401,2076.383316,900
5718588,Flash Flood,39.366461,-75.11511,21.2,-94.4,BRET,4458,46.71054501,2125.354077,1800
5718107,Flash Flood,39.916467,-75.406639,24.93,-74.59,DENNIS,4617,176.8809368,439.5286485,0
5718807,Flash Flood,26.401803,-98.190956,27.54,-98.7,BRET,4529,335.9040321,59.57439948,0
5717584,Flash Flood,34.609494,-78.559862,31.53,-79.56,IRENE,5372,17.99242237,128.7682073,1800
5706555,Flood,39.136245,-93.209725,35.4,-61.6,ARLENE,4396,96.7410397,3514.157841,540000
5706518,Flash Flood,33.716065,-86.31496,20.4,-97.3,UNNAMED,4409,39.52080419,1214.119425,469800
5722731,Coastal Flood,39.08694,-75.56905,38.45,-75,FLOYD,5047,138.2220079,65.78255194,0
5722732,Coastal Flood,39.584617,-75.649753,38.45,-75,FLOYD,5047,150.201836,79.00013015,0
5722642,Flash Flood,39.08694,-75.56905,36.06,-76.57,FLOYD,5041,18.29804303,137.6370276,1800
5722643,Flash Flood,39.584617,-75.649753,35.35,-77.02,FLOYD,5039,17.93066154,188.5570838,0
5724334,Flash Flood,36.253205,-77.655977,32.87,-78.4,FLOYD,5031,12.40286154,113.6953063,0
5719739,Flood,40.921797,-91.187816,20.4,-97.3,UNNAMED,4409,16.58556473,689.5745157,68400
5718038,Flash Flood,41.792743,-73.244489,40.22,-73.78,FLOYD,5051,18.80344778,77.51401301,0
5715400,Flood,26.580889,-81.797453,20.33,-95.43,UNNAMED,4399,65.36727245,1513.700904,2700
5717583,Flash Flood,34.076802,-78.250449,31.53,-79.56,IRENE,5372,27.21196802,155.4444128,1800
5700436,Flash Flood,36.154923,-80.663891,20.55,-96.65,UNNAMED,4405,45.69131294,1761.486472,174000
5722908,Flash Flood,41.399954,-74.311205,45.5,-75.6,DENNIS,4964,342.5501521,185.7695171,7200
5719979,Flash Flood,36.401359,-76.234003,40.8,-77,DENNIS,4921,350.1213484,141.6145366,0
5719988,Flash Flood,36.444384,-76.704155,43.51,-77.12,DENNIS,4943,356.6317572,183.6959449,1200
5719989,Flash Flood,37.537352,-77.407958,45.5,-75.6,DENNIS,4964,192.7923962,287.855044,117900
5693454,Flood,39.485158,-86.111976,35.4,-61.6,ARLENE,4396,99.46193255,2726.869146,432900
5701071,Flash Flood,36.801199,-95.619792,35.4,-61.6,ARLENE,4396,92.35855166,3782.674902,229500
5709910,Flash Flood,31.200066,-99.346717,20.4,-97.3,UNNAMED,4409,169.26915,285.441112,645300
5709911,Flash Flood,31.328696,-99.864044,20.4,-97.3,UNNAMED,4409,166.7963153,336.671863,645900
5719982,Flash Flood,36.312522,-76.314264,40.8,-77,DENNIS,4921,351.3117854,138.0570245,0
5720245,Flash Flood,37.378474,-75.918497,32.35,-78.6,FLOYD,5029,28.06938378,322.3919456,900
5699950,Flood,41.683682,-94.915298,20.4,-97.3,UNNAMED,4409,6.392966831,361.41383,540000
5724342,Flash Flood,35.043969,-78.826284,32.87,-78.4,FLOYD,5031,168.9058819,67.25750488,0
5724343,Flash Flood,36.397118,-78.11014,34.33,-77.65,FLOYD,5036,167.4505798,70.32651754,0
5706526,Flash Flood,38.881019,-94.822173,20.4,-97.3,UNNAMED,4409,7.636343837,347.3455295,462600
